	artist	category	genre	title	tracks	year	id	merged_values
2283	Compilation	Misc	Trance	The Dance Floor Chemist - Disc 2: Acid	3283	1997	102347	
2284	Yaakov Shwekey	Misc	Other	Yaakov Shwekey	3284	2001	102348	
2285	Various Artists	Misc		Âªfâ¤ã¨â¤â§â¯]â¢â¼	3285		102349	
2286	Megadump	Misc		Speartackle	3286		102350	
2287	Mother's Finest	Misc	Rock	Looks Could Kill	3287	1989	102351	
2288	Ã‚ãã“ã‰ã‹ã‡ã“ Ã”ã…ã‘ã‹ã…ãƒãšãã“	Misc		Ã Ãšãã‹ã•ã”ã…ã‘ãã“	3288		102352	
2289	Mixed By Alex J.	Misc	House	Tropical Deep - A Journey Into Deep Rhythms	3289	2001	102353	
2290	Nocomment	Misc		Painkiller	3290		102354	
2291	Benjamin Diamond	Misc	Pop	Strange Attitude	3291	2000	102355	
2292	Johan Onvlee	Misc		The Healing Art Of Dorian Music - Spiritual Sounds Of Harp	3292		102356	
2293	Flynn	Misc	Rock & Roll	On Your Way	3293	2001	102357	
2294	Various	Misc	Instrumental	The Digital Domain - A Demonstration	3294	1983	102358	
2295	Badesalz	Misc	Misc	Live	3295		102359	
2296	Various	Misc	Rock	Cosmo A-go-go	3296		102360	
2297	Terry Pratchett	Misc	Audio Book	Hogfather	3297	1996	102361	
2298	Reinhard Mey	Misc		Mit Lust Und Liebe (cd 1)	3298	1991	102362	
2299	Devics	Misc	Alternative	If You Forget Me...	3299	1998	102363	
2300	Bella Morte	Misc		Remains	3300		102364	
2301	Evergreen Club]p[gilles`tremblay]p[james`tenney]p[john`cageud	Misc		Road To Ubud	3301	1996	102365	
2302	Various Artists	Misc		Travel Tunes	3302		102366	
2303	Psychotic Genius	Misc	Rap	Ganksta Nip	3303	1996	102367	
2304	Raj Kapoor	Misc		Best Of Raj Kapoor On Mouth Organ	3304		102368	
2305	Andre Rieu	Misc		King Of Waitz	3305	2001	102369	
2306	V.A.	Misc	Laika	Melwdia Fm 99.2 Cd2 (2003)	3306	2003	102370	
2307	Trf	Misc	Pop	Unite	3307	1998	102371	
2308	Lisa Stansfield	Misc	Popular	Real Love	3308	1991	102372	
2309	Rush	Misc		1992-01-30 - Oakland Coliseum, Oakland, Ca - \mirrors\ - Disc 1	3309		102373	
2310	Wave In Head	Misc	Synthpop	You	3310	2002	102374	
2311	Nosferatu	Misc		The Best Of Nosferatu, Volume 1: The Hades Years	3311		102377	
2312	James River Singers	Misc	Vocal	Psalms And Spiritual Songs	3312	2002	102378	
2313	Myriam Makeba	Misc	Musical	Myriam Makeba	3313		102379	
2314	Dave Crowder & The Ubc Band	Misc		All I Can Say	3314		102380	
2315	Roger Sancheze Underground Classics)	Misc		S-man Classics The Essential Sanchez Mixes (cd 2 - The Underground Classics)	3315		102382	
2316	2raumwohnung	Misc		In Wirklich	3316		102383	
2317	Various	Misc	Classic	Classic & Nature Gewittermusik	3317	1997	102384	
2318	Adeva	Misc	Dance	New Direction	3318		102385	
2319	Â¤ã½â¤oâ§â»	Misc	Pop	Â°ãÿâ¤@	3319	2001	102386	
2320	Metallica	Misc		S&m Disc 1	3320		102388	
2321	One Step Beyond	Misc		Life Out There	3321	1997	102389	
2322	Various Artists	Misc		The Spirit Of The Underground Vol.1 (cd2)	3322		102390	
2323	Sasha	Misc		Airdrawndagger	3323		102391	
2324	Various Artists	Misc		Hey! Look What I Found - Volume 8	3324		102392	
2325	Z100 Morning Zoo	Misc		Evil Barney Christmas	3325		102393	
2326	Various Artists	Misc		The Spirit Of The Underground Vol.1 (cd1)	3326		102394	
2327	Various	Misc	Club	Global Ambition - The Atmosphere Club Mix	3327		102395	
2328	Dj Abel - Peak Hour Miami	Misc	Dance	Circuit Sessions 6	3328	2001	102396	
2329	Various Artists	Misc	Hip-hop	Street Tracks 36	3329		102397	
2330	Various Artists	Misc	Vocal	Night Songs Remix	3330	1997	102398	
2331	Taylor	Misc	Trance	Synestesia (disc B)	3331		102399	
2332	Hanson	Newage		Middle Of Nowhere	3332		10240	
2333	Melechesh	Misc		Sphynx	3333		102400	
2334	Too Short	Misc		Short Dog's In The House	3334		102401	
2335	Rockers By Choice	Misc	Other	Nedtour Live '89	3335		102402	
2336	Elvis Presley	Misc		Thank You Very Much	3336		102403	
2337	Dr. Lael J. Woodbury	Misc		The Book Of Mormon - Disc 16	3337		102404	
2338	Bruno Schulz	Misc	Speech	Die Zimtlã¤den	3338	2002	102405	
2339	Alma Cogan	Misc		The A-z Of Alma Cogan Disc 3	3339		102406	
2340	Various	Misc	Misc	Naschat 2002	3340	2002	102407	
2341	Various	Misc	House	Speed Garage 98' Cd 1	3341	1998	102408	
2342	Po-cp003c	Misc	Club	Club Series Cp003c	3342	1992	102409	
2343	Various	Misc		Renaissance The Mix Collection 3 (cd2)	3343		102410	
2344	Grimms	Misc		Grimms/rockin' Duck	3344		102411	
2345	I Love Tecno Pop Vol.2	Misc	Dance	Cd2	3345	2002	102412	
2346	Iyunx Productions	Misc	Idm	Short Term Memory Loss	3346		102413	
2347	Neeka	Misc	Alternative	Neeka	3347	1999	102414	
2348	Yonder Mountain String Band. Louis, Mo (3-3)	Misc		12-31-01 Mississippi Night's - St. Louis, Mo (3-3)	3348		102415	
2349	Unlimited Touch	Misc		Searching To Find The One	3349		102416	
2350	Spectrasonics	Misc	Industrial	Distorted Reality 2	3350	2001	102417	
2351	Jean C. Rochã©	Misc		All The Bird Songs Of Britain And Europe (vol 4)	3351		102418	
2352	Various	Misc		This Is Techno (disc One)	3352		102419	
2353	Pitch Shifter	Misc	Other	Desensitized	3353	1993	102420	
2354	Mary Higgins-clark	Misc		Wenn Wir Uns Wiedersehen 03	3354		102421	
2355	Peggy March	Misc		Memories Of Heidelberg	3355		102422	
2356	The Professional School Of Techno	Misc	Techno	Vol3	3356	1992	102423	
2357	Armin Van Buuren	Misc	Trance	A State Of Trance 2004 (cd2)	3357	2004	102424	
2358	Various Artists	Misc		Spiritual Life Music - Cd2	3358	2001	102425	
2359	Dj Rap	Misc		Jdj: Journeys Through The Land Of Drum'n'bass: Dj Rap	3359		102426	
2360	Various	Misc		Trance Attack Vol.1	3360		102427	
2361	Various Artists	Misc	House	Dj Peter G. (soundplanet House Club) Cd01	3361	2001	102428	
2362	Chumbabawamba	Misc	Alternative Pop	Unchumbabawamba	3362	2004	102429	
2363	Various Artists	Misc	Trance	Pure X-tacy Disc 2	3363		102430	
2364	Ymo	Misc	Techno	Xoo Multiplies Return	3364	1980	102431	
2365	Ola & Potatisarna	Misc	Noise	Jag Ska Bli Diktator	3365	2003	102432	
2366	Cj	Misc	Other	Move It!	3366	2000	102433	
2367	Karina	Misc		Los Grandes Exitos De Karina	3367		102434	
2368	Grupo Pegasso	Misc	Latin	Sentir Y Fantasia	3368	1997	102435	
2369	Various	Misc	Big Band	Remembering War Years	3369	1996	102436	
2370	Theater U. Musik	Misc	Vocal	Hokuspokus	3370	1996	102437	
2371	Various Artists	Misc	Easy Listening	Legendary Crooners - Stardust	3371	1999	102438	
2372	The Calvary Quartet	Misc	Vocal	I've Seen Jesus	3372	2002	102439	
2373	Gord Downie	Misc	Rock	Battle Of The Nudes	3373	2003	102440	
2374	Pancho Barraza	Misc	Latin	Sinverguenza Y Mujeriego	3374	2000	102441	
2375	Tã¢nia Maria	Misc	Mpb	Apresentamos Tã¢nia Maria	3375	1969	102442	
2376	La Pandilla	Misc	Easy Listening	Ã‰xitos Vol. 2	3376		102443	
2377	Saddle Pals (sourdough Slim, Prarie Flower & Cactus Bob)	Misc	Western	Western Skies	3377	1992	102444	
2378	Various	Misc	Jazz	Dinner At Eight: Second Course	3378	1997	102445	
2379	Various Artists	Misc	Italiana	Quei Favolosi Anni '60 [1967-08]	3379	1967	102446	
2380	The Johnson Sisters With Russ Taffmorning	Misc		Did You Think To Pray This Morning	3380		102447	
2381	Various Artists	Misc	Vocal	2000 Celebrate	3381	2000	102448	
2382	Milton Nascimento	Misc	Mpb	Anima	3382		102449	
2383	Various	Misc		Me Poia Tragoydia Na Se Thimamai	3383		102450	
2384	Game Over	Misc	Pop	Igra Za 2	3384	2002	102451	
2385	The Apples In Stereo	Misc		Fun Trick Noisemaker	3385		102452	
2386	Rhonda Vincent	Misc	Bluegrass	Storm Still Rages	3386	2001	102453	
2387	Patrick Lindner	Misc	Other	Ohne Zã¤rtlichkeit Geht Gar Nix	3387	1992	102454	
2388	Various Artists	Misc	Celtic	The Celtic Heartbeat Collection	3388	1995	102455	
2389	Mariano Mores Y Su Orquesta	Misc	Tango	Bailando Tango - Instrumentales	3389	2002	102456	
2390	Various Artists	Misc		Bebe Music Vol. 1: Tango Tango!	3390		102457	
2391	Jacynthe	Misc	Pop	Entends-tu Mon Coeur	3391	1999	102458	
2392	Praise & Worship	Misc		Steadfast Love	3392		102459	
2393	Various	Misc		Kid Parade Folge 6	3393		102460	
2394	Zed	Misc	Unknown	This Little Empire	3394		102461	
2395	Amistad	Misc	Meditative	Cantos Y Encantos Oaxaqueã±os	3395		102462	
2396	Jr	Misc	Meditative	Songs Of Angels	3396	1999	102464	
2397	The Saw Doctors	Misc		Friends, Demos, B-sides	3397		102465	
2398	Salvador	Misc	Christian Rock	Salvador	3398		102466	
2399	Various	Misc		The Spirit Of Christmas	3399		102467	
2400	St. Michael's Choir School	Misc	Chorus	This Is The Day	3400	1980	102469	
2401	Various	Misc		Step Into The Season - Lane Bryant	3401		102470	
2402	Artist	Misc		Title	3402		102471	
2403	Nicole Darcy	Misc	Other	Get Real	3403	1997	102472	
2404	Grimblewedge	Misc	Avantgarde	Disinformational Dirt	3404	1995	102473	
2405	Eric Bogle	Misc	Folk	Scraps Of Paper	3405	1993	102474	
2406	Mr. President	Misc		Night Club	3406		102475	
2407	Sultans Of Rhythm	Misc	Folk	Sultana	3407		102476	
2408	Ãˆã¢ã ã­ Ãšã³ã·ã¨ã­	Misc	Chanson	Ã•ã°ã³ã±ã²ã ã«ã¼ã­ã ã¿ Ã¢ã ã§ã	3408	1995	102477	
2409	Ton Steine Scherben	Misc		Iv	3409		102478	
2410	Various	Misc		Samba & Bossa Nova - The Gold Collection	3410		102480	
2411	Various Artists	Misc	Musical	Paint Your Wagon Soundtrack	3411	1977	102481	
2412	Gianni Morandi	Misc	Ambient	C'era Un Ragazzo	3412		102482	
2413	Nighthawks Dt The Diner	Misc	Cabaret	Wakin' In Eggs	3413	1998	102483	
2414	William Vivanco	Misc	Pop	Lo Tengo To Pensao	3414	2002	102484	
2415	Dj Bobo	Misc	Eurodance	Dance With Me	3415	1994	102485	
2416	Various	Misc	Alternative	Emph-attic May 1994	3416	1994	102486	
2417	Norina Angelini	Misc	Vocal	Quintetto Accento	3417	1997	102487	
2418	Club Tools	Misc		The Collection 1-2	3418		102490	
2419	Various Artists	Misc	Pop	Definite 60's Volume 2 (cd 4)	3419		102491	
2420	Kerim Tekin	Misc	Misc	Haykirsam Dã¼nyaya	3420		102492	
2421	Ma Ra	Misc		Ma Ra	3421		102493	
2422	Rionegro & Solimãµes	Misc	Sertanejo	Na Sola Da Bota	3422	2003	102495	
2423	Wenzel	Misc	Avantgarde	Grã¼nes Licht	3423	2001	102496	
2424	La Peste	Misc		Lo Mejor De La Peste	3424		102497	
2425	Shaun Escoffery	Misc	R&b	Shaun Escoffery	3425	2002	102498	
2426	Â·â¨â¨â¼â©g	Misc		Ã‚ã·â§oâ¤â§â«e	3426	2000	102499	
2427	Dr. Loco's Rockin' Jalapeno Band/!puro Party!	Misc		Dr. Loco's Rockin' Jalapeno Band/!puro Party!	3427		102500	
2428	Barbra Streisand	Misc		Back To Broadway	3428	1993	102501	
2429	Barrio Boyzz	Misc		12 Super Exitos	3429		102502	
2430	Diana King	Misc		Think Like A Girl	3430		102504	
2431	Kc And The Glowworms	Misc	Contemporary Christian	Bible Verse Goes Here	3431		102505	
2432	Love Riot	Misc		Heaven Can Wait	3432		102506	
2433	Various	Misc	Misc	Soul Years 1980 Disc 2	3433	1980	102507	
2434	Demis Roussos	Misc	Vocal	Greatest Hits Vol.2	3434		102508	
2435	John Wilson	Misc	Other	Tell Me Something New	3435	1996	102509	
2436	Ã©â«ëœã¦â©â€¹ã¥â¹â¸ã¥â®?	Misc	Pop	The Best Way	3436	1993	102510	
2437	Sisa Amb Pascal Comelade	Misc		Visca La Llibertat	3437		102511	
2438	Raulin Rodriguez	Misc		Es Mejor...	3438		102512	
2439	Jacques Michel	Misc	Symphony	Plays World Hits	3439		102513	
2440	Ã‡ã¢ã³ãªã¨ Ãœã“	Misc		Ã˜ãªã³ã°ã  Ã­ã¥ã³ã¡ã¨ã²ã®ã£ã®	3440		102514	
2441	Jaak&mart Johanson	Misc	Ethnic	Pãµhja Vahemã¤ng	3441		102515	
2442	Â¿ã‹â±ã¢ã€ã¥ã€ãœ [potter]: Ãâ¤ã…ã‚â¼âº-â±ã¨â´ã«ãˆâ¯	Misc		Â¿â­â¸ã… [fruit]	3442		102516	
2443	Delight	Misc	Other	Manifest	3443	2000	102517	
2444	Tommy Fleming	Misc	Celtic	The Contender	3444		102518	
2445	Various Artists	Misc		Booty And The Beat	3445		102519	
2446	Ville Kangas	Misc		Suuri Erehdys	3446		102520	
2447	Slater Armstrong	Misc	Christian Rock	Even In Sorrow	3447	2002	102521	
2448	Jaleo	Misc		Paraiso De Color	3448		102522	
2449	Ã¦?â€°ã¥â±â±ã¦â¸â€¦ã¨â²â´	Misc		Ã¥â½â¼ã¦â€“â¹ã£?â€¹ã£â€šâ€°ã£?â®ã©â¢â¨	3449		102523	
2450	Eve	Misc	Misc	Scorpion	3450		102524	
2451	Fear Of God	Misc	Contemporary Christianchristian Rock	Dissapear	3451		102525	
2452	Various	Misc		Focus 2003	3452	2003	102526	
2453	Laura Pausini	Misc	Pop	Laura Pausini	3453		102527	
2454	Antiloop	Misc	Dance	At The Rebel's Room (cd2)	3454	2002	102528	
2455	Integrity	Misc		Shout Praises Kids Gospel	3455	2002	102529	
2456	Enya	Newage	New Age	Shepherd Moons	3456	1991	10253	
2457	Solas	Misc	Celtic	Solas	3457	1996	102530	
2458	Monchy & Alexandra	Misc	Bachata	Hoja En Blanco	3458	2001	102531	
2459	Laura Pausini	Misc	Latin	Las Cosas Que Vives	3459	1996	102532	
2460	Various Artists	Misc	Dance	Blanco Y Negro Mix (cd2)	3460	1995	102533	
2461	Â±ã¨ã€â±â¾ã†	Misc	Vocal	Â¼â¨âµâµâ¿ã¬ Â¿ã€âºãª Ã€â¯â¾ã® Â½âºâ¸â¶ã€ã	3461	2001	102534	
2462	Various Artists	Misc		The Underground Party Vol. 1	3462		102535	
2463	Walisuma	Misc		Pituco	3463		102536	
2464	Ã§å“å¸ã¥â³â¶ã¦ëœå’ã¥ë†â©	Misc	Japanese Rock	Ã¥â¤?ã£?â®ã£?â¬ã£?â€˜ã£?å’ã£â€šâ€°	3464	1989	102537	
2465	Phillip Pickett	Misc		Alchemist	3465		102538	
2466	Ã£æ’?ã£â€šâ«ã£æ’â»ã£æ’â€“ã£æ’â¼ã£æ’â³	Misc	J-pop	Ã¦ëœâ¥ã¥â¤?ã§â§â€¹ã¥â€ â¬	3466	1994	102539	
2467	Pizzicato Five	Misc	Pop	Playboy & Playgirl	3467	1999	102540	
2468	Billy Mclaughlin	Misc	New Age	Acoustic Original	3468	2002	102541	
2469	Johnny Vicious	Misc	Trance	Ultra.Trance:03 Cd 1	3469	2004	102542	
2470	Gabriele Mirabassi	Misc	Jazz	Latakia Blend	3470	2002	102543	
2471	J. Onvlee	Misc	Misc	Relaxation With Guitar	3471		102544	
2472	Elton John	Misc		Live In London	3472	1982	102546	
2473	Dirty	Misc		Keep It Pimp And Gangsta (advance)	3473		102547	
2474	The Jaztronauts	Misc	Swing	Swank	3474	2000	102548	
2475	Tommy Lee	Misc	Rock	Never A Dull Moment	3475	2002	102549	
2476	Selected By Electro Mana	Misc	Chill Out	Pacific Hotel 2nd Floor	3476	2002	102550	
2477	Jiri Korn	Misc	Pop	Tep	3477	2002	102551	
2478	Poor Rich Ones	Misc		Watah-sha	3478		102552	
2479	Martik	Misc	Misc	Ba Shoma(with You)	3479	2002	102553	
2480	Propellerheads	Misc	Electronic	Decksandrumdandrockandroll	3480	1998	102554	
2481	Ã§â€¢â ã¥â±â±ã£â‚¬â‚¬ã§â¾å½ã§â€â±ã§â´â‚¬	Misc	Pop	Wild And Gentle	3481	2003	102556	
2482	Various Artists	Misc	Ethnic	Night	3482	2003	102557	
2483	Robert Charlebois	Misc	Compilation	Sã©lection Talents	3483		102558	
2484	Al Saher, Kazim	Misc		The Impossible Love	3484		102559	
2485	Beautiful Pea Green Boat	Misc		Still Life	3485		102560	
2486	Tom Clancy	Misc		Into The Storm 1	3486		102561	
2487	Various	Misc	Dance	Maxi Dance Sensation Vol. 11 (cd 2)	3487	1993	102562	
2488	Various Artists	Misc		Honky Tonk Classics	3488		102563	
2489	Various Artists	Misc		Modulations & Transformations 4 - Cd 1	3489		102564	
2490	Harry Connick Jr.	Misc		She	3490		102565	
2491	Basic Unit	Misc	Jungle	Timeline	3491	1997	102566	
2492	Too Short	Misc	Rap	Shorty The Pimp	3492	1992	102567	
2493	Various Artists	Misc	Dance	Dance Hall No.1 (cd 2)	3493	1992	102568	
2494	Various Artista	Misc	Electronic	Mezzanine Del Alcazar - Dinner Time Vol.3	3494	2003	102569	
2495	Dietrich Buxtehude	Misc	Classical	Orgelwerke (rainer Oster)	3495	1998	102570	
2496	Boom Boom Satellites	Misc	Misc	Out Loud	3496	1999	102571	
2497	The Boston Pops Orchestra	Misc	Pop	Joy To The World	3497	1992	102572	
2498	Music 2 Hues	Misc	Production Music	Vol.1 Piano & Flute	3498		102573	
2499	B. Fleischmann	Misc		Pop Loops For Breakfast	3499		102574	
2500	Prodigy	Misc	Pop	The Remix Experience	3500		102575	
2501	V/a	Misc		Beats Bionic	3501	1999	102576	
2502	Bernard Lewis	Misc	Audio Book	The Crisis Of Islam	3502	2003	102577	
2503	Various Artists	Misc	Other	Barrington High School Bands (97 - 98)	3503	1998	102578	
2504	Dan Von Schultz	Misc		In Da Mix	3504		102579	
2505	Various Artists	Misc		Dave Seaman - Renaissance America-volume One	3505		102580	
2506	Various Artists	Misc	Speech	Spanish 1 - Langsam	3506		102582	
2507	Various	Misc		Smart Beats Vol. 1	3507		102583	
2508	Philip Pullman	Misc	Speech	The Subtle Knife (disc 2/8)	3508	1997	102584	
2509	Liquid	Misc		Culture	3509		102585	
2510	Christopher Leef The Nation Cd3	Misc	Speech	Bbc This Sceptred Isle 1087-1327 The Making Of The Nation Cd3	3510	1998	102586	
2511	Pizzaman	Misc	Pop	Pizzamania	3511	1995	102587	
2512	Metallica	Misc	Rock	Blitzkrieg On Wembley - Live Vol2	3512	1992	102588	
2513	The Black And White Kids Of The Future	Misc	Misc	Food For Woofers Vol: 4	3513		102589	
2514	Various Artists	Misc		Hymns - Disc 13 (music Only)	3514		102590	
2515	Various	Misc		Vintage Canadian Music Vol. 2	3515		102591	
2516	John Wells	Misc	Classical	Bach: The Well-tempered Organ, Volume 2	3516	2001	102593	
2517	Chris Korda & The Church Of Euthanasiarong	Misc	Techno	Six Billion Humans Can't Be Wrong	3517	1999	102594	
2518	Dead Can Dance	Misc		Best	3518		102595	
2519	V/a	Misc	Pop	Remixes & Extended Vol.1	3519		102596	
2520	Diversen	Misc	Other	Boss-a-troniq 2001	3520		102597	
2521	Vanilla Fudge	Misc	Psychedelic Rock	The Return	3521	2002	102598	
2522	Various Artists	Misc		Dance Total 3	3522		102599	
2523	Joe T Vannelli	Misc	Ambient	Angeli 2002	3523	2002	102600	
2524	Nkjv Audio Bible	Misc	Christian	Volume 33 Ot	3524	2001	102601	
2525	Drum&bass	Misc	Drum N Bass	Underground And Loud	3525	1998	102602	
2526	Various	Misc	Trance	Bonzai Trance Progressive (disc 2)	3526	1998	102603	
2527	Various Artists	Misc	Oldies	Memories Are Made Of This (disc 2)	3527	2004	102604	
2528	Anti Pop Consortium	Misc	Hip Hop	Tracig Epilogue / The End Against The Middle	3528		102605	
2529	Bazooka Band	Misc		Sigue La Hella	3529		102606	
2530	Jim Valley	Misc	Other	Rainbow Plant	3530	1985	102607	
2531	Don Spencer	Misc		Australian Animal Songs	3531		102608	
2532	Bobby Vinton	Misc	Polka	Collector's Series Volume V	3532		102609	
2533	Elis Regina	Misc	Musica Popular Brasileira	Elis	3533	1972	102610	
2534	Various Artists	Misc	Oldies	Best Of B-103	3534		102611	
2535	Paulinho Da Viola	Misc		A Danca Da Solidao	3535		102612	
2536	Robertini Loretti	Misc	Vocal	Jamaica	3536		102613	
2537	The Andy Statman Klezmer Orchestrara	Misc		The Andy Statman Klezmer Orchestra	3537		102614	
2538	Hans Rotmo Med Skrujern	Misc		Bã¸nder I Solnedgang	3538	1999	102615	
2539	Various Artists	Misc	Christmas	Christmas On The Bandstand	3539	1994	102617	
2540	Ã¥â€™å’ã§â€â°ã¨â€“â«	Misc		Ã¥â®â€¡ã¥â®â„¢ã£?â®ã©â¨å½ã¥â£â«ã£æ’â€ ã£æ’æ’ã£â€šâ«ã£æ’å¾ã£æ’â³ã£æ’â€“ã£æ’â¬ã£æ’â¼ã£æ’â€° Ã£â€šâµã£æ’â³ã£æ’ë†ã£æ’â©	3540		102618	
2541	El Guapo	Misc		Fake French	3541	2003	102619	
2542	Pj Harvey	Misc		World Cafe 95 & Israel 95	3542		102620	
2543	Wolfgang Petry	Misc		Auf Den Mond Schieãÿen (hinterherfliegen)	3543		102621	
2544	Richie Yurkovich And Jeff Walker	Misc	Polka	Iamg Music - Button Box Melodies Vol. 2	3544	1998	102622	
2545	Marian Varga A Collegium Musicum	Misc	Rock	Divergencie (cd 1)	3545		102623	
2546	Detlev Jã¶ker	Misc	Misc	Hã¶rt Ihr Alle Glocken Lã¤uten	3546		102624	
2547	Pablo Montero	Misc	Latin	Donde Estas Corazon	3547	2002	102625	
2548	Trini Lopez	Misc		The Best Of Trini Lopez	3548		102626	
2549	Tina Rosita	Misc	National Folk	De Maan Schrijft Jouw Naam	3549		102627	
2550	Stuurbaard Bakkebaard	Misc	Alternative	Mercedes	3550	2003	102628	
2551	Various Artists	Misc	Soul	Soul Hits Of The '70s	3551	1981	102629	
2552	Kevin Kennedy	Misc	Easy Listening	Present Kennedy	3552	2002	102630	
2553	Hector	Misc		Ruusuportti	3553		102631	
2554	Crossfire	Misc	Bluegrass	On The Run	3554	1998	102632	
2555	Tiggy	Misc	Eurodance	Tiggy	3555	1999	102633	
2556	Various Artists	Misc	Misc	Rock The Planet: Mellow 70's	3556	1990	102634	
2557	Thomas Lang	Misc	Pop	Little Moscow	3557	1990	102635	
2558	Blaine Bartel	Misc	Gospel	Turn Life [getting Started As A New Christian]	3558	1997	102636	
2559	The German Art Students	Misc	Indie	Kissing By The Superconductor	3559	2002	102637	
2560	People Under The Stairs	Misc	Hip-hop	...Or Stay Tuned	3560	2003	102639	
2561	Bandana	Misc		Vivir Intentando	3561		102640	
2562	My Hotel Year	Misc	Revival	The Composition Of Ending And Phrasing	3562		102641	
2563	The Fagans	Misc	Folk	Kitchen Dance	3563	1997	102642	
2564	The Buoys	Misc	Pop	The Very Best Of	3564	1993	102643	
2565	Brigitte Pellerin	Misc		Chut...Fais Dodo...	3565		102644	
2566	X-session	Misc	Eurodance	The Essential Of	3566	2003	102645	
2567	Sã¸s Fenger	Misc	Rock	Vinterdage	3567	1989	102646	
2568	Sega	Misc	Game	Cd Sonic (beta: 5/10/93)	3568	1993	102647	
2569	Juan Manuel Serrat	Misc		Antologia 68-74 Cd 1	3569		102649	
2570	Stemma	Misc	Other	Risainen Elã¤mã¤ - Juice Leskisen Lauluja A Cappella	3570	2000	102650	
2571	Claire Moore	Misc		Songs From The Musicals Of Bernard J. Taylor	3571		102651	
2572	Various Artists	Misc	Misc	Radiohits	3572		102652	
2573	Gaylords	Misc	Misc	13 All Time Greatest Hits	3573		102653	
2574	Boulevard Of Broken Dreams	Misc		Lonely Avenue	3574		102654	
2575	Party Animals	Misc	Party	Party Animals Ii	3575	2001	102655	
2576	Crystal	Misc		Fjja El A Szl	3576	2002	102656	
2577	Roland Kaiser	Misc	Rock	Grenzenlos Ii	3577	1998	102657	
2578	Mental As Anything	Misc		Creatures Of Leisure	3578		102658	
2579	Athlete	Misc	Acoustic	Vehicles And Animals	3579	2003	102659	
2580	Mpb 4	Misc	Samba	Amigo Ã‰ Pra Essas Coisas	3580	1998	102660	
2581	Various Artists	Misc	Oldies	La Hora Del Gato	3581	1997	102661	
2582	Donna Regina	Misc		A Quiet Week In The House	3582		102662	
2583	Bernhard Herrmann	Misc		Herrmann/hitchcock - A Partnership In Terror	3583		102663	
