artist	category	genre	title	tracks	year	id
Aca Lukas	Folk	Folk	Licna Karta	1525	2020	100540
Battery9	Folk	Folk	Strop	1526	1996	100541
Tabu Ley	Folk	Folk	Babeti Soukous	1528	1989	100543
Roland Becker	Folk	Celtic	Er Rouã© Stevan	1529	2000	100544
The Walkabouts	Folk	Folk	Trail Of Stars	1530	1999	100545
Diverse	Folk	Folk	Gammel Dansk Humor 1960-1970	1531	1967	100546
Snap Chouchenn	Folk	Celtic	Dropping By For Lunch	1532	1999	100547
Chjami Aghjalesi	Folk	Folk	Cuntrasti E Ricuccate	1533	1990	100548
Peter Breinholt & Big Parade	Folk	Folk	Deep Summer	1535	1999	100550
Stamps Quartet, J.D. Sumners And The	Folk	Gospel	Masters Of Gospel (series)	1536	1992	100551
Peter Zinsli Und Res Schmid	Folk	Folklore	Schwyzerã¶rgeli	1539	1989	100554
Pekelo	Folk	Folk	Pekelo's Hana Jam	1540	1994	100555
John Mogensen	Folk	Folk	Der Er Noget Galt I Danmark Cd1	1541	2014	100556
Seekers	Folk	Pop	Future Road	1542	2019	100557
Robin Holcomb	Folk	Folk	The Big Time	1544	2002	100559
Sondre Bratland	Folk	Folk	Atterklang	1547	2015	100564
Old Soles	Folk	Folk	Old Soles	1548	2002	100565
Raisa Kyrychenko	Folk	Folk	Cvite Cheremshyna	1549	2000	100566
James Hall	Folk	Gospel	A James Hall Christmas	1550	1999	100567
John Brannen	Folk	Folk	Scarecrow	1555	2000	100572
Flunk	Folk	Electronic	For Sleepyheads Only	1557	2002	100574
Juliette Greco	Folk	Folk	Ã  L'olympia 1992 Cd2	1558	2002	100575
Okay Temiz	Folk	Folk	Fis Fis Tziganes	1559	1991	100576
Suzanne Mcdermott	Folk	Folk	Ephemera	1561	1998	100578
Secret Garden	Folk	Celtic	Once In A Red Moon	1562	2002	100579
Atticus Fault	Folk	Alternative	Atticus Fault	1563	2001	100580
J.P. Cormier	Folk	Folk	Another Morning	1564	2007	100581
Dj Mariachi	Folk	Ethnic	A Toda Bachata	1565	2003	100582
Boiled In Lead	Folk	Celtic Rock	Antler Dance	1566	1994	100583
Irshaires	Folk	Celtic	Irishaires	1567	2001	100584
Ani Difranco	Folk	Pop-folk	Up Up Up Up Up Up	1568	1999	100585
Tomas Michaud	Folk	Instrumental	New World Flamenco Jazz	1570	2001	100587
Micich & Espe	Folk	Folk	Stacking Stones	1571	1998	100588
Jacqui Mcshees Pentangle	Folk	Folk	At The Little Theatre	1572	2000	100589
Leonard Cohen	Folk	Folk	Blossoms Of Heaven, Ashes Of Hell (cd 2)	1573	1993	100590
Owl & The Pussycat	Folk	Indie	Owl & The Pussycat	1574	2003	100591
Will Tura	Folk	Folk	Album 6 - 1968	1575	1989	100592
David Shepherd	Folk	Gospel	A Shepherd's Song Of Faith	1576	2006	100593
The Happy Balloon	Folk	Indie	The Fine Art Of Ballooning	1577	2001	100594
Anthony	Folk	Folk	Eens Zal Alles Overgaan	1578	2002	100595
The Foremen	Folk	Folk	What's Left	1579	1996	100596
V. Vysotskij	Folk	Folk	Zyganka S Kartami	1580	1999	100597
Jevgeni Doga - V Babuskinel - Original Soundtrack	Folk	Soundtrack	Das Zigeunerlager Zieht In Den Himmel - Original Soundtrack	1582	1976	100599
Various	Folk	Folk	Children Of The World	1583	1994	100600
Anne Lorne Gillies	Folk	Celtic	The Songs Of The Gaels	1584	1997	100602
Bergfeuer	Folk	Folk	Freiheit	1585	1998	100603
Los Palmera	Folk	Folklore	Cuando El Amor Se Daã±a	1587	2001	100605
Mariona Sagarra	Folk	Folk	Frec A Frec	1588	2000	100606
Dominguinhos	Folk	Folk	Chegando De Mansinho	1590	2002	100608
Marcel Dadi	Folk	Folk	Best Of Dadi	1591	1989	100609
Die Krupps	Newage	Newage	Volle Kraft Voraus	1592	2008	10061
Talleys	Folk	Gospel	Life Story	1593	1999	100610
Acanto	Folk	Soul	Segnali Di Fumo	1594	1995	100611
Dervish	Folk	Folk	Harmony Hill	1595	1992	100612
Various	Folk	Afrikaans	Ons Eie - Musiek Vir Altyd	1598	1997	100616
Various	Folk	Ethnic	Balkanija - Miracolo	1599	2002	100617
Osvaldo Pugliese	Folk	Tango	Maestro Del Tango	1600	1996	100618
Folk Scat	Folk	Folk	Folk Scat	1601	2007	100619
Josã¨ Feliciano	Folk	Folk	Best Of -(cd1)	1602	2010	100620
Wolter Kroes	Folk	Folk	Niemand Anders	1603	2002	100621
Peggy Watson	Folk	Folk	A Thousand Wishes	1604	1998	100623
Gospel Joy	Folk	Gospel	Higher And Higher	1605	2001	100624
John Mayer	Folk	Pop	John Mayer	1609	2001	100628
Stã©phane Durand	Folk	Folk-rock	Cosmic Drone	1610	2003	100629
The Irish Brigade	Folk	Folk	Better Late Than Never	1612	2015	100631
Seelyhoo	Folk	Celtic	Leetera	1613	1998	100632
The Iron Horse	Folk	Folk/rock	Demons & Lovers	1614	1997	100633
Kim Carnes	Folk	Folk-rock	Cafe Racers	1616	2001	100636
Various Artists	Folk	------------------ Mkd Narodna ------------------	Goce Fest 2001	1617	2001	100637
Eliza Carthy	Folk	Folk	The Definitive Collection	1618	2003	100638
Diary Of Dreams	Folk	Gothic	Freak Perfume	1619	2002	100639
Peter White	Newage	Newage	Promenade	1620	1993	10064
Nadau	Folk	Occitan - Bearnes	Nadau En Companhia - Zenith De Pau 96	1621	1996	100640
Anelise Knudsen	Folk	Folk	Ballade 1	1622	2002	100641
Flatt & Scruggs	Folk	Folk	Flatt & Scruggs 1959 - 1963 Volume 5	1623	2003	100642
Officina Zoe'	Folk	Pop-folk	Sangue Vivo	1624	2000	100643
Margo Hennebach	Folk	Folk	Comfort And Joy	1627	1998	100646
Peter, Paul & Mary	Folk	Folk	(moving)	1628	1963	100647
Herschel Sizemore	Folk	Bluegrass	Back In Business	1630	1993	100649
Tres Sudamericanos (los)	Folk	Folk	Todos Los Exitos	1633	2001	100652
Kjarkas	Folk	Folk	Kutimuy (vuelve)	1635	1979	100654
Various Artists	Folk	Folklore	The Balkans - Yugoslavia - Hungary - Rumania	1636	2005	100655
Egge, Ana	Folk	Folk	Mile Marker	1639	1999	100658
Shu-bi-dua	Folk	Pop-folk	Shu-bi-dua 14	1640	1993	100659
Lechner Buam	Folk	Volksmusik	Das So Was Gibt	1641	2018	100660
Wendy Leigh	Folk	Celtic	Harp & Piano Solos (1999)	1642	1999	100661
Ann Reed	Folk	Folk	Timing Is Everything	1643	2003	100662
Varios Artistas	Folk	Villancicos	Antologã­a De La Navidad Canaria	1646	2000	100665
David Francey	Folk	Folk	Skating Rink	1647	2003	100666
Terje Tysland	Folk	Folk	Hurra For M	1648	1996	100667
Schrammel & Slide	Folk	Folk	Ja Ja	1649	2011	100668
Horst Chmela	Folk	Folklore	Stolpern Dã¤rfst ....	1650	2005	100669
Lo Mejor De Confluencia	Folk	Ballad	Confluencia	1651	1997	100670
The Gaels	Folk	Celtic	Rince	1652	1998	100671
Vai-vai	Folk	Samba	Sambas De Enredo (cd 1: 1978 A 1989)	1653	2001	100672
Florie Brown	Folk	Folk	Best Of Irish Fiddle Tunes	1655	2005	100674
Mexicanto	Folk	Folk	En El Camino	1656	1994	100675
El Houssaine Kili	Folk	Ethnic	Safran	1657	2000	100676
Toquinho	Folk	Folk	Instrumental	1658	2016	100677
Brian Joens	Folk	Folk	Hometown Planet	1659	2000	100678
Bill Mcgarvey	Folk	Folk	Tell Your Mother	1661	2003	100680
Keith Hancock	Folk	Folk	Madhouse	1662	2013	100681
Martin Sexton	Folk	Folk	The American	1664	1998	100683
Oliver Schroer	Folk	Celtic	Celtica	1665	2013	100684
Brian Wiltsey	Folk	Folk-rock	Ghost On The Outside	1667	2003	100686
Amadou & Mariam	Folk	National Folk	Wati	1668	2002	100687
Sã¡ & Guarabyra - Ao Vivo	Folk	Mpb	Sã¡ & Guarabyra	1669	2020	100688
Beto Y Franco	Folk	Vallenato	Celebrando	1672	2001	100691
Matrix	Folk	Dance	Djeca Noci	1673	2002	100692
Bob Dylan	Folk	Folk-rock	Live In England	1674	1966	100693
Various	Folk	Gospel	World's Best Acoustic Worship	1675	2007	100694
Harry Chapin	Folk	Folk	The Essentials	1676	1972	100695
Kepa Junkera	Folk	Folk	Maren	1677	2001	100696
Double Feature: Die 17 Hippiestreppe\	Folk	Pop-folk	Di Grine Kuzine / Soundtrack \halbe Feribot	1678	2002	100697
Sjã¶rã¶var Fabbe	Folk	Folklore	Och 14 Andra Sã¥nger Om Bã¥tar Och Vatten	1680	1995	100699
Jimmy Sturr	Folk	Polka	Dance With Me	1681	1998	100700
Golden Gate Quartet	Folk	Gospel	The 80's	1683	2009	100702
Fairport Convention	Folk	Folk	What We Did On Our Holidays	1684	1969	100703
Denis Novatoa Austria	Folk	Folklore	O Du Mein Osterreich - O Moja Avstrija - O Tu Mia Austria	1686	1999	100705
Cesarice	Folk	Folk	Cesarice 2	1687	2005	100706
Suntrap	Folk	Folk	Long Winter Coat	1688	2001	100707
Hedningarna	Folk	Scandinavian	Hedningarna	1690	1989	100709
Cosy Sheridan	Folk	Folk	Grand Design	1691	1999	100710
Ron Romanovsky	Folk	Pop	Hopeful Romantic	1692	1992	100711
Peter Pickow	Folk	Folk	Step One Play The Pennywhistle	1693	2000	100712
Driving With Fergus	Folk	Celtic	The Welcoming Table	1694	2002	100713
Te Vaka	Folk	Folklore	Traditional & Contemporary Music From The South Seas	1695	2000	100714
Kate & Anna Mcgarrigle	Folk	Folk	Love Over And Over	1696	2018	100715
Toja	Folk	Folk	Toja	1697	2001	100716
Kathy Kelly	Folk	Folk	The Best Of	1699	1999	100718
The Electrics	Folk	Folk	Visions And Dreams	1700	2006	100719
Subway To Sally	Folk	Gothic	Album 1994	1701	1994	100720
Demis Roussos	Folk	Ballad	Demis Roussos Greater Love	1705	1986	100724
Jewel	Folk	Acoustic	Spirit	1708	2002	100728
Various	Folk	Indo Folk	A Hot Life	1709	2003	100729
Commissioned	Folk	Gospel	A Collection	1710	1991	100730
Non Trubada	Folk	Folk	Tarantela	1711	1996	100731
Various Artists	Folk	Folk	Children's Choice	1712	2009	100732
Various Artists	Folk	Ethnic	Global Celebration: Passages	1713	1993	100733
Three Mile Limit	Folk	Folk	Floating Off Somewhere Else	1714	1996	100734
Caribe	Folk	Folk	Musica Del Caribe	1715	1977	100735
Grupo Niche	Folk	Salsa	Lo Mejor	1716	1994	100736
Charles Gray	Folk	Gospel	Continue 2 Conquer	1717	2000	100737
Jack Johnson	Folk	Pop-folk	Joat #1	1720	2011	100740
Buddy Greene	Folk	Gospel	Praise Harmonica	1721	2002	100741
Marã­a Dolores Pradera	Folk	Folk	Marã­a Dolores Pradera Acompaã±ada Por Los Gemelos	1722	1991	100742
Die Jungen Klostertaler	Folk	Folk	Ja Gibt's Denn Sowas!	1723	1989	100743
Jimmy Sturr	Folk	Folk	Living On Polka Time	1724	1997	100744
Svanerne	Folk	Folk	Der' No'en Der Har Det...	1725	1991	100745
Rafa Almarcha	Folk	Folk	Nãºmeros Antiguos	1726	1997	100746
Jesed	Folk	Folk	Corazon De Arpa	1728	1997	100748
Skylark	Folk	Folk	All Of It	1729	1989	100749
Fischer Chã¶re	Folk	Chorus	Weihnachtskonzert Der Fischer Chã¶re	1731	1989	100751
Cam Waters	Folk	Folk	Shoetown	1732	1996	100752
Mazinho	Folk	Acoustic	Som Do Mazinho 01	1733	2002	100753
Mã¡rtires Del Compã¡s	Folk	Folk/rock	Prohibido Dã¡ El Cante	1734	2002	100754
Muammer Ketencioglu	Folk	Folk	Karanfili Moruna	1735	2001	100755
Ballycotton	Folk	Folk	Mondland	1736	2003	100756
Ibrahim Tatlises	Folk	National Folk	Selam Olsun	1737	1999	100757
Tom Paxton	Folk	Folk	Looking For The Moon	1738	2002	100758
Claire Mann	Folk	Celtic	Claire Mann	1739	2001	100759
The Hybirds	Folk	Folk	The Hybirds	1740	1998	100760
Lyle Ford	Folk	Folk	Lyle Stephen Ford	1741	1996	100761
Os Morenos	Folk	Samba	Pode Chegar	1742	2016	100762
Keller Williams	Folk	Folk	Spun	1743	1998	100763
Bubbi	Folk	Folk-rock	1000 Kossa Nã³tt	1744	2003	100764
Various Artists	Folk	Celtic	Windham Hill Celtic Christmas	1745	1995	100765
Toshiko Yonekawa	Folk	Folk	The Worls Of So	1746	1982	100767
Laurie Geltman	Folk	Folk	No Power Steering	1747	1998	100768
Diverse	Folk	National Folk	Liederbestenliste Live	1749	1991	100770
Various Artists	Folk	Folk	Celtic Mystique	1751	2014	100773
Jewel	Folk	Folk	This Way	1752	2001	100774
Nino Ferrer	Folk	Pop-folk	La Dã©sabusion	1754	1993	100777
Harris Newman	Folk	Folk	Non-sequiturs	1755	2003	100778
Ghymes	Folk	Folk	Hã©javarã¡zs	1756	2002	100779
Ntalaras Giwrgos Symmetoxes) 192 Kbps	Folk	Greek Live	3arxakos - Galanh - Synaulia (live) (1988) 192 Kbps	1758	1988	100781
Jean Marc Volcy	Folk	Folk	Bonbon	1759	2000	100782
Various	Folk	Celtic	Irish Beer Drinking Favorites	1760	1988	100783
Eddy Navia	Folk	National Folk	En Charango	1761	1990	100784
Various Artists	Folk	Folk	Las Mejores Rumbas, Cd2	1762	1991	100785
Studio Lea Kinderkoor	Folk	Gospel	Ik Ken Je Wel!	1763	2000	100786
Emily Kurn	Folk	Folk/rock	White Bird	1765	2003	100788
Hubert Von Goisern	Folk	Austropop	Trad	1766	2000	100789
Clocharles	Folk	Folk	Clocharles	1767	2001	100790
Various Artists	Folk	Folklore	Mestres Da Gaita	1769	1997	100792
Various	Folk	Folk	Pipes & Drums Of Scotland	1770	2009	100793
Inca Sapi	Folk	Folk	Music Of The Andes	1771	1995	100794
The Divers	Folk	Folk	Water	1772	2007	100795
Alpentrio Tirol	Folk	Folk	Made In Austria	1773	2002	100796
Les Ours Du Scorff	Folk	Celtic	La Maison Des Bisous	1774	1996	100797
Lynn Miles	Folk	Folk	Chalk This One Up To The Moon	1775	2010	100798
Tramps	Folk	Folk	Fireland	1776	1998	100799
Nuorva & Mã¤ki-lohiluoma	Folk	Gospel	Toisten Tie	1777	2000	100800
Sunita Staneslow	Folk	Instrumental	City Of Gold	1779	1997	100802
Mo Leverett	Folk	Folklore	The Sacrament Of Life	1780	2002	100803
G. Ntalaras	Folk	Greek	Zwntanes Hxografhseis	1781	2004	100804
Martyn Joseph/tom Robinson/steve Knightley	Folk	Folk-rock	Faith, Folk & Anarchy	1782	2002	100805
Steve Kritzer	Folk	Folk	Keeper Of The Stones	1783	1998	100806
Varios	Folk	Celtic	Celtic Moods/ Volumen 1 Disco 1	1786	2001	100809
Him	Folk	Gothic Rock	Razorblade Romance	1787	2000	100810
Paris-londres	Folk	Folk	Paris Londres	1788	1998	100811
Gerardo Alfonso	Folk	Folk	El Ilustrado Caballero De Paris	1789	2001	100812
Timoria	Folk	Folk-rock	Eta Beta	1791	1997	100815
Kalai	Folk	Acoustic	Acoustacism	1792	2001	100816
Stephen Fearing	Folk	Folk	The Assassin's Apprentice	1793	1993	100817
Bob Dylan	Folk	Folk	Good As I Been To You	1794	1992	100818
Blair Douglas	Folk	Folk	A Summer In Skye	1795	1996	100819
Lashun Pace	Folk	Gospel	Just Because God Said It	1796	1998	100820
Kris Kehr And Stone Poets	Folk	Folk	Live At Crowbar	1797	2008	100821
Brasil	Folk	Other	Volumen 27	1798	1999	100822
David Roth	Folk	Folk	Pearl Diver	1799	2004	100823
Stacey Board	Folk	Folk	Drive	1800	2001	100824
Lunik	Folk	Pop-folk	Weather	1803	2003	100827
Four Shillings Short	Folk	Celtic	Dodging Lodging	1804	2000	100828
Jabu Khanyile	Folk	Mãºsica Sudafricana	The Prince	1805	1999	100829
Oliver Shanti & Friends	Folk	Native American	Well Balanced	1806	1996	100830
Various	Folk	Folk	100 Irish Ballads - Volume 1	1808	2010	100832
John Spiers And Jon Boden	Folk	Folk	Through And Through	1809	2003	100833
Keller Williams	Folk	Folk	Laugh	1810	2002	100834
Bob's Child	Folk	Neo Folk	Mgobo	1811	2003	100835
Lalo Schifrin	Jazz	Funk	Bullitt Original Motion Picture Soundtrack	1812	1968	100836
Billie Holiday	Jazz	Jazz	1949-52 Radio & Tv Broadcasts	1813	1958	100837
Count Basie	Jazz	Jazz	Basie's Beatle Bag	1814	1966	100838
Various	Jazz	Jazz	Dance Classics - Waltz	1815	2008	100839
Romane	Jazz	Jazz	Swing In Nashville	1816	1998	100840
Kevyn Lettau	Jazz	Jazz	The Language Of Flowers	1819	1998	100843
Ken Navarro	Jazz	Jazz	When Night Calls	1820	1996	100844
Evan Marks	Jazz	Jazz	Three Day Weekend	1821	1998	100845
Nyoy Volante With Mannos	Jazz	Acoustic	Nyoy Volante With Mannos	1822	2003	100846
Jacuzzi	Jazz	Jazz+funk	Enthusiasm	1824	1999	100848
The Zawinul Syndicate	Jazz	Fusion	Lost Tribes	1825	1992	100849
Deep Dish	Newage	Dance	Yoshiesque Two (eastcoast)	1826	2001	10085
Charlie Mariano	Jazz	Jazz	Charlie Mariano Quartet	1830	1954	100853
Kirk Tamura Trio	Jazz	Jazz	Sail Away	1831	2001	100854
Chayanne	Jazz	Jazz	Atado A Tu Amor	1832	1998	100855
Duke Ellington	Jazz	Jazz	The Great Paris Concert - Disc 2	1834	1963	100857
Kim Waters	Jazz	Jazz	Sax Appeal	1835	1991	100858
Miles Davis	Jazz	Jazz	Miles Davis/shelley Mann: Big Artist Collection	1836	1959	100859
Andy Summers	Jazz	Jazz	The Last Dance Of Mr. X	1837	1997	100860
Various Artistsw 1	Jazz	Cabaret	Zimy Zal - Piosenki Z Kabaretu Starszych Panow 1	1838	1992	100861
Various	Jazz	Jazz	Smooth Moods	1839	1998	100862
Various Artists	Jazz	House	Hed Kandi - Back To Love (cd2)	1840	1999	100863
Abdullah Ibrahim	Jazz	Jazz	South African Ambassador	1842	2000	100865
Ray Brown Trio	Jazz	Jazz	Some Of My Best Friends Are... Guitarists	1844	2002	100867
New Orleans Delight	Jazz	Jazz	Live At Swinging Copenhagen '99	1845	1999	100868
Various	Jazz	House	Nu De Lune	1846	2002	100869
Max Roach	Jazz	Jazz	The Complete Mecury Plus Four Sessions Disc 2	1847	1957	100870
Dimension	Jazz	Jazz	Into The Dimension	1848	2001	100871
Paul Chambers/wynton Kelly	Jazz	Jazz	Go/kelly At Midnight	1849	1960	100872
Hugh Masekela	Jazz	Jazz	Hope	1850	2002	100873
Va-comet Records	Jazz	Jazz+funk	Ouelele (buy It Please)	1851	2000	100874
New Orleans Delight Featuring Cliff Kid Bastien & George Berryf Kid Bastien & George Berry - New Orleans Delight	Jazz	Jazz	Cliff Kid Bastien & George Berry - New Orleans Delight	1852	2003	100875
Billy Cobham	A Funky Thide Of Sings (1975)	Jazz	Crosswinds (1974)	1853	1974	100876
Professor Longhair	Jazz	Jazz	Crawfish Fiesta	1854	1980	100877
Guru	Jazz	Jazz	Jazzmatazz	1855	1993	100878
Charlie Parker	Jazz	Jazz	Bird At The Roost 2	1856	2022	100879
The Big Swing Band	Jazz	Swing	Live!	1857	1998	100880
Scarp	Jazz	Avantgarde	Scarp	1858	1994	100881
Joe Venuti, Tony Romano	Jazz	Jazz	Never Before... Never Again	1860	2012	100883
Clare Fader	Jazz	Jazz	The Elephant's Baby	1861	2001	100884
Rainer Schnelle	Jazz	Jazz	Bar-piano	1863	2001	100886
Will Downing	Jazz	R&b	All The Man You Need	1864	2000	100887
Tower Of Power	Jazz	Funk	Souled Out	1865	1995	100888
Duke Ellington	Jazz	Jazz	Harlem	1866	1985	100889
Bossacucanova	Jazz	Jazz	Brasilidade	1867	2001	100890
Rick Braun	Jazz	Jazz	Best Of	1868	1997	100891
The Real Group	Jazz	Jazz	Unreal!	1869	1995	100892
Various Artists	Jazz	Acid Jazz	The Best Of Acid Jazz	1870	1995	100893
Tracy	Jazz	Oldies	Pure Tracy	1871	1996	100894
Tierney Sutton	Jazz	Vocals	Dancing In The Dark	1872	2004	100895
Juan Carlos Quintero	Jazz	Latin	Medellin	1873	1990	100896
Varius	Jazz	Jazz	The Jazz Beatles Colection	1874	2001	100897
Dionysus	Jazz	Heavy Metal	Sign Of Truth	1876	2002	100899
Yulara	Jazz	Jazz	Future Tribe	1877	2000	100900
Thomas Chapin Trio	Jazz	Jazz	Third Force	1878	1991	100901
Chocolate Genius	Jazz	Jpop	Black Music	1880	1998	100904
Lolita	Jazz	Jazz	Lulu	1881	2000	100905
Tim Sund	Jazz	Jazz	... In The Midst Of Change	1882	1998	100906
Mccoy Tyner	Jazz	Jazz	(1-6) Reaching Fourth (7-12) Inception	1883	1963	100907
Oscar Peterson, Benny Green	Jazz	Jazz - Swing	Oscar & Benny	1884	1998	100908
Various Artists	Jazz	House	Spring 2003 Live Mix Promo By Alex Fish	1885	2003	100909
Nellie Lutcher	Jazz	Oldies	Nellie Lutcher & Her Rhythm (2 Of 4)	1887	2002	100911
Michael Occhipinti	Jazz	Jazz	Surrealist Blues	1888	1998	100912
Various	Jazz	Easy Listening	Cafã© Copacabana Vol.2 Cd2	1889	2002	100913
Al Di Meola	Jazz	Jazz	Anthology (disc 2)	1890	2000	100914
Duke Ellington	Jazz	Jazz	1969 All-star White House Tribute	1891	2002	100915
Various Artists	Jazz	Jazz	Late Night Jazz	1892	2001	100916
Omar Sosa	Jazz	Jazz	Ayaguna	1895	2003	100919
Boots Randolph	Jazz	Jazz	Boots Randolph's Yakety Sax!	1896	1963	100920
Powerman 5000	Jazz	Metal	Anyone For Doomsday	1897	2001	100921
Bebel Gilberto	Jazz	Jazz	Tanto Tempo	1900	2000	100924
Ella Fitzgerald	Jazz	Jazz	Ella Fitzgerald - Disc 1	1901	2000	100925
Herbie Mann	Jazz	Jazz	Perdido Mjb064	1902	2000	100926
Ron Jenkins	Jazz	Jazz	The Music Of ...	1903	2003	100927
Marcin Oles	Jazz	Jazz	Ornette On Bass	1904	2003	100928
Parliament	Jazz	Funk	Chocolate City	1905	2003	100929
Gamble Brothers Band	Jazz	Jazz	10 Lbs. Of Hum	1906	2002	100930
Raise The Roof	Jazz	Jazz+funk	Horns & Beats	1907	1999	100931
Shades Of Blue	Jazz	Jazz	One Night Stand	1908	2000	100932
Kilauea	Jazz	Jazz	Full Circle	1909	1999	100933
Lucky Strikes	Jazz	Jazz	A Perfect Evening	1910	2001	100934
Marc Antoine	Jazz	Jazz	Urban Gypsy	1911	1995	100935
Jay Leonhart	Jazz	Jazz	Life Out On The Road	1912	1990	100936
Various	Jazz	Jazz	Gitanes Jazz, Contrebasse	1914	1993	100938
United Future Organization	Jazz	Jazz	No Sound Is Too Taboo	1916	1994	100940
Lisa Ekdahl	Jazz	Jazz	Back To Earth	1917	1998	100941
Warren Hill	Jazz	Jazz	Truth	1918	1994	100942
Sonny Stitt	Jazz	Jazz	Jazz At The Hi-hat	1921	1957	100945
Bobby Matos	Jazz	Jazz	Sessions	1922	2007	100946
Fraser Macpherson Quintet	Jazz	Jazz	In The Tradition	1923	2007	100947
Mark Kross Five-piece Trio	Jazz	Jazz	As You Like	1925	1997	100949
Dinah Washington	Jazz	Oldies	Complete On Mercury Vol. 7 (disc 1)	1926	1961	100950
The`orb	Jazz	Ambient	Uf Off - The Best Of	1927	1998	100951
Preservation Hall Jazz Band	Jazz	Jazz	Sweet Emma	1928	2007	100952
Joe Carroll	Jazz	Jazz	Man With A Happy Sound	1929	1962	100953
Skitzo	Jazz	Metal	Babblesick	1930	2003	100954
Count Basie	Jazz	Big Band	The Essence Of Count Basie	1931	1991	100955
Curtis Mayfield	Jazz	Soundtrack	Super Fly Disc 2	1933	1972	100957
Benny Goodman	Jazz	Jazz	Benny Goodman	1936	1990	100960
Henry Butler	Jazz	Blues	Orleans Inspiration	1937	1990	100961
Various	Jazz	Mainstream	Blue Note Swingtets	1938	1945	100962
Doc Cheatham	Jazz	Jazz	You're A Sweetheart	1939	1992	100963
Jimmy Mcgriff	Jazz	Jazz	The Jazz Collector Edition - Jimmy Mcgriff	1941	1962	100965
Shakatak	Jazz	New Age	View From The City	1942	1999	100967
Various	Jazz	Jazz	Savoy Jazz Sampler	1943	1995	100968
Jã¸rgen Vestergaard	Jazz	Jazz	Jazzanova	1945	1996	100970
Mariana De Morais	Jazz	Jazz	Se E Pecado Sambar	1947	2000	100972
Marlena Shaw	Jazz	Jazz	The Best Of Marlena Shaw	1948	1976	100973
Stan Getz	Jazz	Jazz	Compact Jazz	1950	1987	100975
Art Hodes	Jazz	Jazz	Up In Volley's Room	1951	1992	100977
Toninho Horta	Jazz	Jazz	Serenade	1952	1989	100978
Tim Cummiskey Trio	Jazz	Jazz	Alone Together	1953	2000	100979
Back To Earth	Jazz	Jazz	Back To Earth	1954	2000	100980
Brecker Brothers	Jazz	Jazz	Return Of The Brecker Brothers	1955	1992	100981
Dave Mckenna, Joe Temperley	Jazz	Jazz - Swing	Sunbeam And Thundercloud	1957	1996	100983
Joshua	Jazz	Jazz	Piercing The Darkness	1958	1997	100984
Paul Bley-evan Parker-barre Phillips	Jazz	Jazz	Time Will Tell	1960	1995	100986
Metallica	Jazz	Metal	Minneapolis - Disc 2	1961	2000	100987
Gary Burton	Jazz	Tango	Libertango	1962	2000	100988
Erykah Badu	Jazz	Jazz+funk	Baduizm Live	1964	1997	100990
Bill Evans	Jazz	Jazz	Waltz For Debby	1965	1956	100991
George Cartwright	Jazz	Alternative	The Memphis Years	1966	2000	100992
Lou Donaldson	Jazz	Jazz	The Blue Note Years	1967	1967	100993
John Arpin	Jazz	Jazz	Blue Gardenia: The Latin-american Music Of Hal Isbitz	1968	1998	100994
Various	Jazz	Acid Jazz	Jazz In The House 3 (cd1)	1970	1996	100996
Rex Allen	Jazz	Jazz	Keep Swingin'	1971	2011	100997
Boris Vian	Jazz	Chanson	Chansons Possibles Ou Impossibles	1972	1968	100998
Oscar Santana	Jazz	Blues	Dedicado A Julio Jaramillo	1973	1998	100999
