artist	category	genre	title	tracks	year	id	merged_values
Chiclete Com Banana	Folk	Axã©	Ã‰ Festa!	1341	1998	100352	
Chris & Johnny	Folk	Folk	Miles And Means	1342	1994	100353	
Bob Dylan	Folk	Folk	Love And Theft	1343	2001	100354	
Hassan Hakmoun	Folk	Folk	Life Around The World	1344	1991	100355	
Bri	Folk	Folk	Unpolished	1345	2001	100356	
Leonard Cohen	Folk	Folk	More Best Of	1346	1988	100357	
Alexander Scourby	Folk	Gospel	King James Bible	1347		100358	
Merel Chiasson	Folk	Folk	Old Time Fiddle Tunes	1348		100359	
Hans Mayer	Folk	Folk	See You Later Alligator	1349	1997	100360	
Thomas & Thomas	Folk	Folk	Weihnachten	1350	2003	100361	
The New Christy Minstrels	Folk	Folk	36 All-time Folk Favorites Vol 2	1351	2000	100362	
Pedro Messone	Folk	Folk/rock	Mejores Exitos	1352	2014	100363	
Sadik Gãœrbãœz	Folk	Folk	2 - Sevdadã½r	1353		100364	
Tata Mirando En Zijn Zigeunerorkest	Folk	Gypsy	Tata Mirando En Zijn Zigeunerorkest	1354	1994	100365	
Die Diamanten	Folk	Folk	I Mag Di	1355		100366	
Elfi Reitz	Folk	Folklore	Die Singende Winzerin	1356		100367	
Sevillanas Histã³ricas	Folk	Folklore	Sevillanas Histã³ricas - Volumen I	1357	2002	100368	
Vocal Carpe Diem	Folk	Gospel	Cantar Ã© Preciso	1358	2002	100369	
Scarlet's Well	Folk	Folk	Strange Letters	1359	2006	100370	
Pierre Perret	Folk	Folk	Ã§ui-lã	1360	2002	100371	
Des Geyers Schwarzer Haufen	Folk	Folk/rock	All Voll	1361	1988	100372	
Lasse Dahlberg & Hans Kennemark	Folk	Folklore	Hã´l I Vã¤gga	1362	1995	100373	
Renaud	Folk	Chanson	Mistral Gagnant	1363	1985	100374	
Heerlijke Hollandse Hits Cd 047	Folk	Folk	Renee De Haan	1364		100375	
Halvdan Sivertsen	Folk	Folk	Amerika	1365	2005	100376	
Matapat	Folk	Folk	Petit Fou	1366	2001	100377	
Woody Guthrie	Folk	Folk	A Legendary Performer	1367	2000	100378	
Junco	Folk	Folk	Junco	1368	2001	100379	
Adriana Landeros	Folk	Folk	Si Te Vas	1369	2003	100380	
Varios	Folk	Folk	Iii Certamen Tunas Almeria	1370	1995	100381	
Rachel Bissex	Folk	Folk	Don't Look Down	1371	1995	100384	
Ãƒâ«â®dâ¡â¢ã‘ã®ãâ¼â¡â¢ã€ã®ã¨âªâ¡â¢ã‚ãžâºâ£ã“â¢	Folk	Folk	Ã”ã§â´âºâµã„ã’ã´â·ã»	1372	1999	100385	
David Michael & Randy Mead	Folk	Folk	Keystone Passage	1373	1993	100386	
Septeto Santiaguero	Folk	Salsa	La Pulidora	1374	1999	100387	
Declan Masterson	Folk	Celtic	End Of The Harvest	1375	1991	100388	
Various Artists	Folk	Folk	Artists Of Talent Connections	1376		100389	
Mannik Grigorian	Folk	National Folk	Van	1377		100390	
Steve Mcdonald	Folk	Celtic	Legend	1378	2019	100391	
Rockdrigo Gonzã¡lez	Folk	Folk	En El Cafã© De Los Artesanos, Aguascalientes. Vol. 1	1379		100392	
Ãmsir	Folk	Folk-rock	Megasarlã¶g	1380		100393	
Okay Temiz & The Zurna Project	Folk	Folk	Karsilama	1381	1999	100394	
Sugartown	Folk	Folk	Sugartown	1382	2002	100395	
Corries	Folk	Celtic	Live At The Royal Lyceum Theatre	1383	1998	100396	
Marilyn Manson	Folk	Gothic Rock	Mechanical Animals	1384	1999	100397	
Mike Craver	Folk	Folk	Wagoner's Lad	1385	1999	100398	
Nancy Bryan	Folk	Folk-rock	Neon Angel	1386	2000	100399	
Paul Brady	Folk	Folk	The Paul Brady Songbook	1387	2002	100400	
The Horse Flies	Folk	Folk	The Horse Flies	1388		100401	
Nanaku Group	Folk	Folk	Hitam Hitam Kuli Kanari	1389		100402	
Dobe Newton Et Al	Folk	Folk	Best Of Songs & Stories Of Australia, Cd 2	1390		100403	
Kalle Almlã¶f	Folk	Folk	Lejsmelã¥tar	1391		100404	
Rory Mcleod	Folk	Folk	Travelling Home	1392		100405	
Nationale Blue	Folk	Indie	A Different Kind Of Listening	1393	2002	100406	
Kilima Hawaiians	Folk	Folk	Rhythm Of The Islands	1394	1988	100407	
Ãˆ. Ã†ã¥ã«ã ã­ã­ã ã¿ Ã¨ Farlanders	Folk	Folk/rock	Moments	1395		100408	
Youssou N'dour	Folk	Pop-folk	Birth Of A Star	1396	2001	100409	
Vig Mihaly	Folk	Folk	Ciganydalok	1397		100410	
Rosa Balistreri	Folk	Folk-rock	I Luoghi E La Memoria	1398	2007	100411	
Della Bosiers	Folk	Vocal	Della Bosiers 1972-1974	1399	1998	100412	
Pete Seeger	Folk	Folk	All-time Favorites	1400	2009	100413	
Sebastian Siegel	Folk	Folk	Ich Mã¶chtâ´ So Gern Dein Teddybã¤r Sein	1401	1997	100414	
Vã­ctor Herdia	Folk	Folklore	Vã­ctor Herdia	1402	1991	100415	
Sestry Steinovy	Folk	Folk	Muj Tanec	1403		100416	
Kazantzidis Stelios	Folk	Laika	To Tragoudi Ths Kardias Mou	1404		100417	
Buffy Sainte-marie	Folk	Folk	It's My Way!	1405	1964	100418	
Various Artists	Folk	Swing	Swing City	1406	2000	100419	
Steve & Annie Chapman	Folk	Gospel	For Times Like These	1407	1991	100420	
Massamba	Folk	Folk	African Soukouss	1408	2000	100421	
Ã‚ã«ã ã¤ã¨ã¬ã¨ã° Ã‚ã»ã±ã®ã¶ãªã¨ã©	Folk	Folk	Ã‚ã«ã ã¤ã¨ã¬ã¨ã° Ã‚ã»ã±ã®ã¶ãªã¨ã© Ã¢ Ã§ã ã¯ã¨ã±ã¿ãµ Ãœã¨ãµã ã¨ã«ã  Ã˜ã¥ã¬ã¿ãªã¨ã­ã  (6)	1409	2023	100422	
La Marmotte	Folk	Folk	Chez Madeleine	1410	2000	100423	
Highland Weavers/going Home	Folk	Folk	Highland Weavers/going Home	1411		100424	
Rolando Boldrin	Folk	Pop	Grandes Sucessos	1412	2020	100425	
Opus Cuatro	Folk	Folklore	Militantes De La Vida	1413	1984	100426	
Belchior	Folk	Mpb	Auto Retrato-cd2 - Pequeno Mapa Do Tempo	1414	2019	100427	
Kaysha	Folk	Freestyle	I'm Ready	1415	1998	100428	
Tony Conjugacion	Folk	Folk	The Collection	1416	2007	100429	
Various Artists	Folk	Christian Rock	You Will Remain	1417	2003	100430	
Frans Bauer	Folk	Folk	De Frans Bauer Karaoke Top 30 Cd 1	1418	1997	100431	
Various	Folk	Celtic	Celtic Heritage	1419	2000	100432	
Georg Kreisler	Folk	Cabaret	Lieder Zum Fã¼rchten	1420	1990	100433	
Goran Ivanovic & Fareed Haque	Folk	Folk	Macedonian Blues	1421		100434	
Waterdeep Worship	Folk	Christian Rock	You Are So Good To Me	1422	2001	100435	
Despoina Vandi	Folk	Folk	The Best - Cd 2	1423		100436	
Buzzworld	Folk	Folk	Saol Buzz	1424	1996	100437	
David Gray	Folk	Folk/rock	Sell, Sell, Sell	1425	1996	100438	
Fatih Kisaparmak	Folk	Folk	Vay Benim Hayallerim	1426	2001	100439	
50 Greatest Gospel Hits	Folk	Gospel	50 Greatest Gospel Hits Cd2	1427	2003	100440	
Kanda Bongo Man	Folk	Folk	The Very Best	1428	2018	100441	
Exit	Folk	Gospel	Pellavaa Ja Purppuraa	1429	1997	100442	
Pepe Aguilar	Folk	Folk	Y Tenerte Otra Vez	1430	2003	100443	
Roberto Blades	Folk	Salsa	Encore	1431	2001	100444	
Davide Van De Sfroos	Folk	Folklore	Brã¨va E Tivã n	1432	1999	100445	
Ãžã«ã¥ã£ Ãšã®ã±ã²ã°ã®ã¢	Folk	Folk	Ãˆã¢ã®ã­ã­ã	1433	2021	100446	
Various Artistsings Of Traditional Irish Dance Music	Folk	Celtic	Happy To Meet, Sorry To Part - Classic Recordings Of Traditional Irish Dance Music	1434	1996	100448	
Â³â¯â«ã˜â¦~	Folk	Folk	Â®ã¼â¬v	1435	2017	100449	
Zeleziar	Folk	Folklore	Hudba Ku Skole Tanca	1436		100450	
Al-kindã®	Folk	Folk	Le Salon De Musique D'alep	1437	1998	100451	
Various	Folk	National Folk	Hollandse Hits Op Mortier Orgel	1438		100452	
Limeliters, The	Folk	Folk	Limeliters, The	1439	1959	100453	
Vicente Fernandez	Folk	Folk	Por Tu Maldito Amor	1440	1989	100454	
Lucã­a De La Cruz	Folk	Folklore	Vol. 0	1441		100455	
Peter Grã¸nlund	Folk	Dk-dansk	Bolvã¦rksmatroser	1442	2000	100456	
Palemiger Spatzen	Folk	Folk	Harmonika Party	1443	1995	100457	
Khamisu Khan	Folk	Folk	Art Of Alghoza From Sind	1444	1998	100458	
Commonbond	Folk	Folk	Super Elastic Acoustic Plastic	1445	1994	100459	
Kevn Kinney	Folk	Folk	Down Out Law	1446	2012	100460	
Various	Folk	Son	Cuban Lullabys	1447		100461	
Pogues	Folk	Folk	Hell's Ditch	1448	1990	100462	
Dan Bonis	Folk	Acoustic	Delivering The Cake	1449	2004	100463	
Jerry Garcia	Folk	Bluegrass	Jerry's Home (disc Ii)	1450	1995	100464	
Vamp	Folk	Folk	God Morgen, Sã¸ster	1451	1993	100465	
Various	Folk	Irish Folk	Classic Irish Airs (instrumental)	1452	1997	100466	
Subway To Sally	Folk	National Folk	Mcmxcv	1453	1995	100467	
Vujicsics Ensemble	Folk	Folk	Serb And Croat Folk Music	1454		100468	
Bert Jansch	Folk	Folk	The Ornament Tree	1455	1990	100469	
Juan Perro	Folk	Folk	Raices Al Viento	1456	1995	100470	
Spailpã­n	Folk	Folk	On A Long Journey Home	1457		100471	
Two Left Feet	Folk	Folk	Music For Irish Dancing - Vol 1 - Solos	1458	2000	100472	
Ali	Folk	Zouk	At Home...	1459	1999	100473	
The Urban Gypsies	Folk	Folk	Then There Was Faith	1460	1999	100474	
10,000 Maniacs	Folk	Folk	Our Time In Eden	1461	1992	100475	
Mary Black	Folk	Folk	Babes In The Wood	1462	1991	100476	
Harry Sheppard	Folk	Folk	Viva Brasil	1463		100477	
Heart Of Ireland	Folk	Celtic	Heart Of Ireland	1464		100478	
Kevin Burke	Folk	Folk	In Concert	1465	1999	100479	
Varios Reggae	Folk	Folk-rock	Rasta Reggae C.D.3	1466		100480	
City Of Invercargill Caledonian Pipe Band	Folk	Folk-rock	Pipin' Hot Ii	1467	2003	100481	
Mare Nostrum	Folk	Folk	Mare Nostrum	1468		100482	
Rock'n'roll Diktator	Folk	Folk	Sorge-ecke-mã¼hsam	1469	2003	100483	
Flap	Folk	Irish Folk	Away From Home	1470	1995	100484	
Various Artist	Folk	Folklore	Sikidim	1471		100485	
Shawn Mullins	Folk	Folk	Soul's Core	1472	1998	100486	
Rachel Owens	Folk	Folk	Through These Eyes	1473	1999	100487	
Runrig	Folk	Folk	In Search Of Angels	1474	2016	100488	
Miranda Stone	Folk	Folk-rock	7 Deadly Sins	1475	2002	100489	
Samy Y Sandra Sandoval	Folk	Folk	Samy Y Sandra Sandoval Vol.1	1476	2020	100490	
Damon & Naomi	Folk	Folk	Song To The Siren (live In San Sebastian)	1477	2002	100491	
Herman Van Veen	Folk	Folk	Was Ich Dir Singen Wollte (live Cd2)	1478	2002	100492	
Marwan Abado & Peter Rosmanith	Folk	Folk	Marakeb	1479		100493	
Various Artists	Folk	Folk	Spielrã¤ume - Jubilã¤ums Cd Der Wirkstatt E.V.	1480		100494	
Afrikanische Top Stars	Folk	Folklore	African Worldbeat	1481		100495	
Vã¡rios	Folk	Gospel	Vem Esta Ã© A Hora	1482	2002	100496	
Burnside Accordian Band	Folk	Folk	Marching To Victory	1483	2000	100497	
Marã­a Dolores Pradera	Folk	Folk	Ã‰xitos De Marã­a Dolores Pradera	1484	1992	100498	
Tomeu Penya	Folk	Folk	Aixã² Ã©s Pecat	1485	2001	100499	
Ã ã¸ã©ã· Ã ã©ã©ã°ã¹ã¨ã©ã©ã¯	Folk	Ã©ã¬ã£ã©ã­	Ã¤ã ã¸ã©ã¤, Ã¤ã©ã¥ã°ã¤ Ã¥ãºã¸ã°ã¢ã¥ã¬ãº Ã«ã§ã¥ã¬ã¤	1486	1992	100500	
Gurktaler Musikanten	Folk	Folk	Hast Du Heute Schon An Mich Gedacht	1487		100501	
Varios	Folk	Folk	Mumm - Musica De Peliculas	1488	2020	100502	
El Consorcio	Folk	Folk	Programa Doble	1489	1996	100503	
Mary Bergin	Folk	Folk	Feadoga Stain	1490	1979	100504	
Polkacide	Folk	Folk	Polkacide	1491		100505	
Mike West And Meeshkin	Folk	Folk/bluegrass	Redneck Riviera	1492	98	100506	
Various Artists	Folk	Folk	Die Weiãÿblaue Hitparade Cd 2/2	1493		100507	
The Swinging Blue Jeanse Jeans	Folk	Rock & Roll	The Greatest Hits Of The Swinging Blue Jeans	1494	1989	100508	
Honolulu Shunshine Band	Folk	Folk	Hawaiian Dreams Cd2	1495	1988	100509	
Various Artists	Folk	Nederlands	Schuine Cafã© Hits	1496	2003	100510	
Lucinho E Luciano	Folk	Gospel	Volume 4	1497	2001	100511	
Celtic Connection	Folk	Folk	Higher	1498	2002	100513	
Various Artists	Folk	Folk	Sveriges Bã¤sta Dansband 8	1499		100514	
El Flamenco A Travã©s	Folk	Folklore	El Flamenco A Travã©s Vol.V	1500	2002	100515	
Die Drei Koebesse	Folk	Folk	Mundartgerecht Serviert	1501		100516	
Tuna De Ingenieros De Telecomunicaciã³n De Valencia	Folk	Folklore	Rumor En Los Balcones	1502		100517	
Quilapayãºn	Folk	Folk	Adelante	1503		100518	
Fagner	Folk	Folk	Bateu Saudade	1504	1996	100519	
Diverse	Folk	Dance Hall	Sveriges Bã¤sta Dansband 15	1505		100520	
Ãã ã¤ã¥ã¦ã¤ã  Ãã ã¡ãªã¨ã­ã	Folk	Folklore	Ãã³ã±ã±ãªã ã¿ Ã¯ã¥ã±ã­ã¿ 3/3	1506	1995	100521	
Darrell Mansfield	Folk	Gospel	Last Chance Boogie	1507	1998	100522	
Gauchos 4	Folk	Folk	Gauchos 4	1508	1973	100523	
Jason O'rouke	Folk	Celtic	The Bunch Of Keys	1509		100524	
Ã©â»â€™ã§â„¢â¾ã¥?ë†ã¥â§â€°ã¥â¦â¹	Folk	Gothic	Ã¦å“ë†ã£?â®ã¨?â€¢	1510	1993	100525	
Lauriete	Folk	Gospel	O Segredo Ã© Louvar	1511	2002	100526	
Judy Collins	Folk	Folk	Live At Newport 1959-1966	1512	1994	100527	
Frans Bauer	Folk	Folk	/ Frans Bauer	1513	1994	100528	
Gary Stroutsos	Folk	Native American	The Native Heart	1514	1997	100529	
Ã‡ã‘â±â¹ã„ãã†â¼â³ã™ã…â»â½ãœâ¾ã®ãã®	Folk	Gospel	Best Collection Vol.1	1515		100530	
Mark David Stewartloors	Folk	Folk	She Can't Cook Or Sew And She Won't Scrub Your Floors	1516		100531	
Majestic Moods	Folk	Celtic	Celtic Dawn	1517	1997	100532	
Fredl Fesl	Folk	Comedy	Anlass-jodler (best Of)	1518	2003	100533	
Various Artists	Folk	Folk	Shekinah 13 Artists	1519	2002	100534	
Dave Gunning	Folk	Celtic	Caught Between Shadows	1520	2002	100535	
Fiddler's Green	Folk	Folk	Another Stagebox - Disc 1	1521	2000	100536	
Panseluta Feraru	Folk	Folk	Chants Lautar De Bucarest / Lautar Songs From Bucharest	1522	2000	100537	
The Pleasant Hill Singers	Folk	Folk	Music Of Angels Songs Of The Shaker West	1523		100538	
Enzo Avitabile	Folk	Folk	Addã²	1524	1996	100539	
Aca Lukas	Folk	Folk	Licna Karta	1525	2020	100540	
Battery9	Folk	Folk	Strop	1526	1996	100541	
Â¤kãnâ¦xâ°ã›	Folk	Folk	Â¨â«â¶iâ·sãƒâ¦	1527		100542	
Tabu Ley	Folk	Folk	Babeti Soukous	1528	1989	100543	
Roland Becker	Folk	Celtic	Er Rouã© Stevan	1529	2000	100544	
The Walkabouts	Folk	Folk	Trail Of Stars	1530	1999	100545	
Diverse	Folk	Folk	Gammel Dansk Humor 1960-1970	1531	1967	100546	
Snap Chouchenn	Folk	Celtic	Dropping By For Lunch	1532	1999	100547	
Chjami Aghjalesi	Folk	Folk	Cuntrasti E Ricuccate	1533	1990	100548	
Roland Utbult	Folk	Folk	Sjung Sjung Halleluja	1534		100549	
Peter Breinholt & Big Parade	Folk	Folk	Deep Summer	1535	1999	100550	
Stamps Quartet, J.D. Sumners And The	Folk	Gospel	Masters Of Gospel (series)	1536	1992	100551	
Stephan Smith	Folk	Folk	New World Worder	1537		100552	
Los Huertas	Folk	Folk	Populaere Musik Aus Spanien	1538		100553	
Peter Zinsli Und Res Schmid	Folk	Folklore	Schwyzerã¶rgeli	1539	1989	100554	
Pekelo	Folk	Folk	Pekelo's Hana Jam	1540	1994	100555	
John Mogensen	Folk	Folk	Der Er Noget Galt I Danmark Cd1	1541	2014	100556	
Seekers	Folk	Pop	Future Road	1542	2019	100557	
Ãã®ã¬ã ã­ Ã’ã°ã ãµã²ã¥ã­ã¡ã¥ã°ã£	Folk	Folk	Ãã¥ã¯ã°ã¨ã«ã¨ã·ã­ã®ã¥	1543		100558	
Robin Holcomb	Folk	Folk	The Big Time	1544	2002	100559	
Houghton Weavers	Folk	Folk	The Glory Of Love	1545		100560	
Tolcsvay Bã©la	Folk	Folk	Szã©p Szerelmem Magyarorszã¡g #1 - Napfã©nyfia	1546		100563	
Sondre Bratland	Folk	Folk	Atterklang	1547	2015	100564	
Old Soles	Folk	Folk	Old Soles	1548	2002	100565	
Raisa Kyrychenko	Folk	Folk	Cvite Cheremshyna	1549	2000	100566	
James Hall	Folk	Gospel	A James Hall Christmas	1550	1999	100567	
Los Alfonso	Folk	Folk	Musica Del Paraguay	1551		100568	
Compilation	Folk	Folk	Voices Like Ub40	1552		100569	
Variuos	Folk	Folk	Syrtaki From Greece (sr)	1553		100570	
Ballycotton	Folk	Folk	A La Cut	1554		100571	
John Brannen	Folk	Folk	Scarecrow	1555	2000	100572	
Rembetika	Folk	Folk	Talking To Charos	1556		100573	
Flunk	Folk	Electronic	For Sleepyheads Only	1557	2002	100574	
Juliette Greco	Folk	Folk	Ã  L'olympia 1992 Cd2	1558	2002	100575	
Okay Temiz	Folk	Folk	Fis Fis Tziganes	1559	1991	100576	
Ã”ã¨ã«ã¨ã¯ã¯ Ãšã¨ã°ãªã®ã°ã®ã¢	Folk	Folk	Ãžã©, Ã¬ã ã¬ã , Ã¸ã¨ãªã  Ã¤ã ã¬	1560		100577	
Suzanne Mcdermott	Folk	Folk	Ephemera	1561	1998	100578	
Secret Garden	Folk	Celtic	Once In A Red Moon	1562	2002	100579	
Atticus Fault	Folk	Alternative	Atticus Fault	1563	2001	100580	
J.P. Cormier	Folk	Folk	Another Morning	1564	2007	100581	
Dj Mariachi	Folk	Ethnic	A Toda Bachata	1565	2003	100582	
Boiled In Lead	Folk	Celtic Rock	Antler Dance	1566	1994	100583	
Irshaires	Folk	Celtic	Irishaires	1567	2001	100584	
Ani Difranco	Folk	Pop-folk	Up Up Up Up Up Up	1568	1999	100585	
Renzo Arbore E L'orchestra Italiana	Folk	Folk	Insalata 'e Mare	1569		100586	
Tomas Michaud	Folk	Instrumental	New World Flamenco Jazz	1570	2001	100587	
Micich & Espe	Folk	Folk	Stacking Stones	1571	1998	100588	
Jacqui Mcshees Pentangle	Folk	Folk	At The Little Theatre	1572	2000	100589	
Leonard Cohen	Folk	Folk	Blossoms Of Heaven, Ashes Of Hell (cd 2)	1573	1993	100590	
Owl & The Pussycat	Folk	Indie	Owl & The Pussycat	1574	2003	100591	
Will Tura	Folk	Folk	Album 6 - 1968	1575	1989	100592	
David Shepherd	Folk	Gospel	A Shepherd's Song Of Faith	1576	2006	100593	
The Happy Balloon	Folk	Indie	The Fine Art Of Ballooning	1577	2001	100594	
Anthony	Folk	Folk	Eens Zal Alles Overgaan	1578	2002	100595	
The Foremen	Folk	Folk	What's Left	1579	1996	100596	
V. Vysotskij	Folk	Folk	Zyganka S Kartami	1580	1999	100597	
Bregenzerwã¤lder Dorfmusikanten	Folk	Volksmusik	Melodie Der Heimat	1581		100598	
Jevgeni Doga - V Babuskinel - Original Soundtrack	Folk	Soundtrack	Das Zigeunerlager Zieht In Den Himmel - Original Soundtrack	1582	1976	100599	
Various	Folk	Folk	Children Of The World	1583	1994	100600	
Anne Lorne Gillies	Folk	Celtic	The Songs Of The Gaels	1584	1997	100602	
Bergfeuer	Folk	Folk	Freiheit	1585	1998	100603	
Dizionario Della Canzone Italiana	Folk	Cabaret	17 Cabaret 1	1586		100604	
Los Palmera	Folk	Folklore	Cuando El Amor Se Daã±a	1587	2001	100605	
Mariona Sagarra	Folk	Folk	Frec A Frec	1588	2000	100606	
The Champions 1994	Folk	Folk		1589		100607	
Dominguinhos	Folk	Folk	Chegando De Mansinho	1590	2002	100608	
Marcel Dadi	Folk	Folk	Best Of Dadi	1591	1989	100609	
Die Krupps	Newage	Newage	Volle Kraft Voraus	1592	2008	10061	
Talleys	Folk	Gospel	Life Story	1593	1999	100610	
Acanto	Folk	Soul	Segnali Di Fumo	1594	1995	100611	
Dervish	Folk	Folk	Harmony Hill	1595	1992	100612	
Geantrai	Folk	Folk	The Music Makers	1596		100614	
Boogart	Folk	Folk	Vã¤nner Fã¶r Livet	1597		100615	
Various	Folk	Afrikaans	Ons Eie - Musiek Vir Altyd	1598	1997	100616	
Various	Folk	Ethnic	Balkanija - Miracolo	1599	2002	100617	
Osvaldo Pugliese	Folk	Tango	Maestro Del Tango	1600	1996	100618	
Folk Scat	Folk	Folk	Folk Scat	1601	2007	100619	
Josã¨ Feliciano	Folk	Folk	Best Of -(cd1)	1602	2010	100620	
Wolter Kroes	Folk	Folk	Niemand Anders	1603	2002	100621	
Peggy Watson	Folk	Folk	A Thousand Wishes	1604	1998	100623	
Gospel Joy	Folk	Gospel	Higher And Higher	1605	2001	100624	
Lindsay And Gowan	Folk	Folk	Thoughts And Stories	1606		100625	
Saddleback Church	Folk	Folk	One Nation Under God	1607		100626	
The Pentangle	Folk	Folk	Basket Of Light	1608		100627	
John Mayer	Folk	Pop	John Mayer	1609	2001	100628	
Stã©phane Durand	Folk	Folk-rock	Cosmic Drone	1610	2003	100629	
Meiway	Folk	Folk	Extraterrestre	1611		100630	
The Irish Brigade	Folk	Folk	Better Late Than Never	1612	2015	100631	
Seelyhoo	Folk	Celtic	Leetera	1613	1998	100632	
The Iron Horse	Folk	Folk/rock	Demons & Lovers	1614	1997	100633	
Carlos Nãºã±ez	Folk	Folk	Os Amores Libres	1615		100634	
Kim Carnes	Folk	Folk-rock	Cafe Racers	1616	2001	100636	
Various Artists	Folk	------------------ Mkd Narodna ------------------	Goce Fest 2001	1617	2001	100637	
Eliza Carthy	Folk	Folk	The Definitive Collection	1618	2003	100638	
Diary Of Dreams	Folk	Gothic	Freak Perfume	1619	2002	100639	
Peter White	Newage	Newage	Promenade	1620	1993	10064	
Nadau	Folk	Occitan - Bearnes	Nadau En Companhia - Zenith De Pau 96	1621	1996	100640	
Anelise Knudsen	Folk	Folk	Ballade 1	1622	2002	100641	
Flatt & Scruggs	Folk	Folk	Flatt & Scruggs 1959 - 1963 Volume 5	1623	2003	100642	
Officina Zoe'	Folk	Pop-folk	Sangue Vivo	1624	2000	100643	
Various Artists	Folk	Folk	Polka Treffen Mit Der Steirischen Harmonika	1625		100644	
Big Timber Bluegrass	Folk	Folk	The Best Of Bluegrass	1626		100645	
Margo Hennebach	Folk	Folk	Comfort And Joy	1627	1998	100646	
Peter, Paul & Mary	Folk	Folk	(moving)	1628	1963	100647	
Varios	Folk	Folklore	Parranda Vallenata	1629		100648	
Herschel Sizemore	Folk	Bluegrass	Back In Business	1630	1993	100649	
Austria 7	Folk	Folk	A Biss'l Mehr...	1631		100650	
Le Mystã¨re Des Voix Bulgares	Folk	Folk	Le Mystã¨re Des Voix Bulgares Vol. 1	1632		100651	
Tres Sudamericanos (los)	Folk	Folk	Todos Los Exitos	1633	2001	100652	
Sing & Learn Vol1	Folk	Folk		1634		100653	
Kjarkas	Folk	Folk	Kutimuy (vuelve)	1635	1979	100654	
Various Artists	Folk	Folklore	The Balkans - Yugoslavia - Hungary - Rumania	1636	2005	100655	
German Hofmann	Folk	Folk	Ochsenfurter Musikantenherz	1637		100656	
Mama La Terre	Folk	Folk	La Vie En Rose	1638		100657	
Egge, Ana	Folk	Folk	Mile Marker	1639	1999	100658	
Shu-bi-dua	Folk	Pop-folk	Shu-bi-dua 14	1640	1993	100659	
Lechner Buam	Folk	Volksmusik	Das So Was Gibt	1641	2018	100660	
Wendy Leigh	Folk	Celtic	Harp & Piano Solos (1999)	1642	1999	100661	
Ann Reed	Folk	Folk	Timing Is Everything	1643	2003	100662	
Basia Frydman	Folk	Folk	A Fremde In Der Nacht	1644		100663	
Lena Teigen	Folk	Folk	Lena Ii	1645		100664	
Varios Artistas	Folk	Villancicos	Antologã­a De La Navidad Canaria	1646	2000	100665	
David Francey	Folk	Folk	Skating Rink	1647	2003	100666	
Terje Tysland	Folk	Folk	Hurra For M	1648	1996	100667	
Schrammel & Slide	Folk	Folk	Ja Ja	1649	2011	100668	
Horst Chmela	Folk	Folklore	Stolpern Dã¤rfst ....	1650	2005	100669	
Lo Mejor De Confluencia	Folk	Ballad	Confluencia	1651	1997	100670	
The Gaels	Folk	Celtic	Rince	1652	1998	100671	
Vai-vai	Folk	Samba	Sambas De Enredo (cd 1: 1978 A 1989)	1653	2001	100672	
Moving Cloud	Folk	Folk	Cuckanandy	1654		100673	
Florie Brown	Folk	Folk	Best Of Irish Fiddle Tunes	1655	2005	100674	
Mexicanto	Folk	Folk	En El Camino	1656	1994	100675	
El Houssaine Kili	Folk	Ethnic	Safran	1657	2000	100676	
Toquinho	Folk	Folk	Instrumental	1658	2016	100677	
Brian Joens	Folk	Folk	Hometown Planet	1659	2000	100678	
Â³â¶â¸â¸ã€ã‡ Ã…ã«â±ã¢ã…â¸	Folk	Folk	Â¹ãœâ»ã§â¸â®ã¦ã‡ãšâ°1	1660	2001	100679	
Bill Mcgarvey	Folk	Folk	Tell Your Mother	1661	2003	100680	
Keith Hancock	Folk	Folk	Madhouse	1662	2013	100681	
Juan Manuel Serrat	Folk	Folk	Versos En La Boca	1663		100682	
Martin Sexton	Folk	Folk	The American	1664	1998	100683	
Oliver Schroer	Folk	Celtic	Celtica	1665	2013	100684	
Ionatos	Folk	Folk	Pas De Titre	1666		100685	
Brian Wiltsey	Folk	Folk-rock	Ghost On The Outside	1667	2003	100686	
Amadou & Mariam	Folk	National Folk	Wati	1668	2002	100687	
Sã¡ & Guarabyra - Ao Vivo	Folk	Mpb	Sã¡ & Guarabyra	1669	2020	100688	
Dangaa Khosbayar	Folk	Folk	Altai	1670		100689	
Dertum	Folk	Folk	Dertum	1671		100690	
Beto Y Franco	Folk	Vallenato	Celebrando	1672	2001	100691	
Matrix	Folk	Dance	Djeca Noci	1673	2002	100692	
Bob Dylan	Folk	Folk-rock	Live In England	1674	1966	100693	
